Season,home_team,away_team,home_pts,away_pts,home_fg_pct,away_fg_pct,home_3fg_pct,away_3fg_pct,home_ft_pct,away_ft_pct,home_rebs,away_rebs,home_TOs,away_TOs,fg_pct_diff,fg3_pct_diff,ft_pct_diff,rebs_diff,TO_diff,score_diff
2016,Hofstra,Canisius,96,85,0.54,0.48,0.39,0.34,0.62,0.67,41,34,13,12,0.06000000000000005,0.04999999999999999,-0.050000000000000044,7,1,11
2016,Marist,Holy Cross,64,67,0.41,0.42,0.17,0.35,0.74,0.87,37,32,11,9,-0.010000000000000009,-0.17999999999999997,-0.13,5,2,-3
2016,Indiana,E Illinois,88,49,0.52,0.34,0.33,0.25,0.6,0.58,51,17,16,15,0.18,0.08000000000000002,0.020000000000000018,34,1,39
2016,Iowa,Gardner Webb,76,59,0.41,0.32,0.29,0.26,0.75,0.71,46,39,14,17,0.08999999999999997,0.02999999999999997,0.040000000000000036,7,-3,17
2016,Iowa St,Colorado,68,62,0.45,0.37,0.2,0.39,0.53,0.64,43,38,12,18,0.08000000000000002,-0.19,-0.10999999999999999,5,-6,6
2016,Indiana St,IUPUI,70,72,0.41,0.48,0.22,0.36,0.57,0.7,35,34,13,17,-0.07,-0.13999999999999999,-0.13,1,-4,-2
2016,Richmond,James Madison,75,87,0.52,0.51,0.29,0.46,0.62,0.67,23,40,7,11,0.010000000000000009,-0.17000000000000004,-0.050000000000000044,-17,-4,-12
2016,Kansas,N Colorado,109,72,0.56,0.39,0.58,0.33,0.76,0.81,38,30,15,21,0.17000000000000004,0.24999999999999994,-0.050000000000000044,8,-6,37
2016,Kansas St,MD E Shore,80,53,0.39,0.3,0.22,0.24,0.66,0.74,44,33,10,22,0.09000000000000002,-0.01999999999999999,-0.07999999999999996,11,-12,27
2016,Kentucky,Albany NY,78,65,0.56,0.43,0.35,0.07,0.67,0.64,34,28,20,15,0.13000000000000006,0.27999999999999997,0.030000000000000027,6,5,13
2016,Santa Clara,Lipscomb,63,65,0.31,0.31,0.28,0.25,0.74,0.66,51,44,21,19,0,0.030000000000000027,0.07999999999999996,7,2,-2
2016,Louisville,Samford,86,45,0.54,0.21,0.47,0.16,0.66,0.73,46,37,14,18,0.33000000000000007,0.30999999999999994,-0.06999999999999995,9,-4,41
2016,Loy Marymount,CS Fullerton,79,74,0.35,0.47,0.25,0.38,0.79,0.74,41,42,10,18,-0.12,-0.13,0.050000000000000044,-1,-8,5
2016,Loyola-Chicago,UT San Antonio,76,64,0.54,0.43,0.44,0.3,0.8,0.88,29,26,21,23,0.11000000000000004,0.14,-0.07999999999999996,3,-2,12
2016,LSU,McNeese St,81,70,0.46,0.39,0.45,0.22,0.5,0.74,46,39,10,11,0.07,0.23,-0.24,7,-1,11
2016,Maryland,Mt St Mary's,80,56,0.59,0.31,0.39,0.3,0.78,0.73,44,20,14,7,0.27999999999999997,0.09000000000000002,0.050000000000000044,24,7,24
2016,Miami FL,UTRGV,86,59,0.42,0.4,0.32,0.37,0.73,0.67,45,34,8,15,0.019999999999999962,-0.04999999999999999,0.05999999999999994,11,-7,27
2016,Michigan St,FL Atlantic,82,55,0.48,0.34,0.38,0.25,0.61,0.71,53,26,13,10,0.13999999999999996,0.13,-0.09999999999999998,27,3,27
2016,Minnesota,Missouri KC,76,58,0.45,0.32,0.43,0.5,0.7,0.55,37,42,13,17,0.13,-0.07,0.1499999999999999,-5,-4,18
2016,Mississippi,Northwestern LA,90,76,0.48,0.36,0.31,0.27,0.86,0.86,44,36,11,9,0.12,0.03999999999999998,0,8,2,14
2016,Mississippi St,E Washington,106,88,0.62,0.51,0.29,0.27,0.79,0.73,40,25,13,11,0.10999999999999999,0.019999999999999962,0.06000000000000005,15,2,18
2016,Missouri,Wofford,83,74,0.56,0.38,0.42,0.37,0.69,0.67,37,29,9,7,0.18000000000000005,0.04999999999999999,0.019999999999999907,8,2,9
2016,UCLA,Monmouth NJ,81,84,0.38,0.38,0.38,0.24,0.64,0.79,60,37,23,7,0,0.14,-0.15000000000000002,23,16,-3
2016,Montana,Boise St,74,72,0.48,0.56,0.24,0.31,0.69,0.67,30,26,12,14,-0.08000000000000007,-0.07,0.019999999999999907,4,-2,2
2016,UC Davis,N Dakota St,71,79,0.43,0.44,0.31,0.3,0.48,0.44,46,42,12,9,-0.010000000000000009,0.010000000000000009,0.03999999999999998,4,3,-8
2016,N Illinois,CS Northridge,83,71,0.44,0.47,0.46,0.33,0.71,0.48,39,36,12,14,-0.02999999999999997,0.13,0.22999999999999998,3,-2,12
2016,Nevada,Coastal Car,73,56,0.4,0.3,0.29,0.27,0.67,0.57,46,45,9,17,0.10000000000000003,0.019999999999999962,0.10000000000000009,1,-8,17
2016,New Mexico,TX Southern,86,57,0.59,0.35,0.29,0.29,0.68,0.65,35,24,13,19,0.24,0,0.030000000000000027,11,-6,29
2016,New Mexico St,Houston Bap,91,69,0.59,0.36,0.35,0.29,0.85,0.68,47,25,17,9,0.22999999999999998,0.06,0.16999999999999993,22,8,22
2016,North Carolina,Temple,91,67,0.51,0.39,0.58,0.36,0.7,0.59,49,32,9,8,0.12,0.21999999999999997,0.10999999999999999,17,1,24
2016,North Florida,Illinois,93,81,0.52,0.45,0.52,0.31,0.75,0.52,36,40,6,5,0.07,0.21000000000000002,0.22999999999999998,-4,1,12
2016,Boston Univ,Northeastern,84,87,0.46,0.46,0.38,0.46,0.62,0.73,38,37,9,9,0,-0.08000000000000002,-0.10999999999999999,1,0,-3
2016,Northwestern,MA Lowell,79,57,0.45,0.32,0.31,0.38,0.55,0.65,45,37,6,12,0.13,-0.07,-0.09999999999999998,8,-6,22
2016,Notre Dame,St Francis PA,87,56,0.43,0.33,0.34,0.33,0.76,0.7,53,31,10,12,0.09999999999999998,0.010000000000000009,0.06000000000000005,22,-2,31
2016,Oklahoma St,TN Martin,91,57,0.56,0.38,0.33,0.2,0.75,0.69,39,30,5,10,0.18000000000000005,0.13,0.06000000000000005,9,-5,34
2016,Old Dominion,Niagara,67,50,0.46,0.33,0.25,0.12,0.57,0.67,37,38,11,16,0.13,0.13,-0.10000000000000009,-1,-5,17
2016,Oral Roberts,Missouri St,80,65,0.43,0.41,0.47,0.38,0.75,0.68,37,37,9,17,0.020000000000000018,0.08999999999999997,0.06999999999999995,0,-8,15
2016,Oregon,Jackson St,80,52,0.49,0.32,0.42,0.2,0.71,0.77,38,33,16,16,0.16999999999999998,0.21999999999999997,-0.06000000000000005,5,0,28
2016,Penn,Robert Morris,76,75,0.51,0.47,0.38,0.45,0.73,0.56,29,36,14,11,0.040000000000000036,-0.07,0.16999999999999993,-7,3,1
2016,Rider,Princeton,56,64,0.37,0.4,0.29,0.38,1,0.65,36,38,11,10,-0.030000000000000027,-0.09000000000000002,0.35,-2,1,-8
2016,Purdue,NC A&T,81,40,0.45,0.24,0.39,0,0.66,0.67,49,34,13,13,0.21000000000000002,0.39,-0.010000000000000009,15,0,41
2016,Rhode Island,American Univ,65,42,0.52,0.35,0.31,0.14,0.42,0.62,34,29,13,17,0.17000000000000004,0.16999999999999998,-0.2,5,-4,23
2016,S Illinois,Air Force,77,75,0.42,0.43,0.25,0.2,0.54,0.82,38,36,6,12,-0.010000000000000009,0.04999999999999999,-0.2799999999999999,2,-6,2
2016,Sacred Heart,Quinnipiac,76,64,0.38,0.33,0.18,0.3,0.55,0.42,43,60,8,21,0.04999999999999999,-0.12,0.13000000000000006,-17,-13,12
2016,San Diego St,Illinois St,71,60,0.48,0.31,0.2,0.38,0.59,0.64,45,33,18,10,0.16999999999999998,-0.18,-0.050000000000000044,12,8,11
2016,IL Chicago,San Francisco,75,78,0.37,0.38,0.32,0.35,0.61,0.56,48,54,10,16,-0.010000000000000009,-0.02999999999999997,0.04999999999999993,-6,-6,-3
2016,NE Omaha,Santa Barbara,59,60,0.35,0.35,0.14,0.18,0.63,0.75,39,43,19,20,0,-0.03999999999999998,-0.12,-4,-1,-1
2016,Seton Hall,Dartmouth,84,67,0.62,0.38,0.5,0.33,0.51,0.81,45,27,20,13,0.24,0.16999999999999998,-0.30000000000000004,18,7,17
2016,St Bonaventure,Binghamton,63,53,0.37,0.3,0.21,0.21,0.76,0.82,43,37,14,19,0.07,0,-0.05999999999999994,6,-5,10
2016,St John's,Wagner,66,57,0.45,0.32,0.45,0.36,0.6,0.55,38,42,14,12,0.13,0.09000000000000002,0.04999999999999993,-4,2,9
2016,St Joseph's PA,Drexel,82,81,0.47,0.45,0.22,0.31,0.72,0.64,36,37,16,10,0.019999999999999962,-0.09,0.07999999999999996,-1,6,1
2016,St Peter's,Brown,77,65,0.4,0.34,0.27,0.21,0.55,0.73,45,42,7,14,0.06,0.060000000000000026,-0.17999999999999994,3,-7,12
2016,Stanford,WI Green Bay,93,89,0.52,0.39,0.33,0.48,0.6,0.68,45,40,21,17,0.13,-0.14999999999999997,-0.08000000000000007,5,4,4
2016,Syracuse,Lehigh,57,47,0.35,0.29,0.32,0.12,0.83,0.68,40,38,17,15,0.06,0.2,0.1499999999999999,2,2,10
2016,TCU,SE Louisiana,90,77,0.49,0.42,0.5,0.36,0.77,0.65,40,34,19,17,0.07,0.14,0.12,6,2,13
2016,Tennessee,UNC Asheville,82,78,0.53,0.45,0.25,0.35,0.69,0.78,33,36,11,13,0.08000000000000002,-0.09999999999999998,-0.09000000000000008,-3,-2,4
2016,Loyola MD,Tennessee St,71,86,0.35,0.53,0.32,0.33,0.63,0.82,33,36,13,16,-0.18000000000000005,-0.010000000000000009,-0.18999999999999995,-3,-3,-15
2016,Texas A&M,SC Upstate,104,64,0.67,0.33,0.54,0.3,0.56,0.57,46,28,18,13,0.34,0.24000000000000005,-0.009999999999999898,18,5,40
2016,Texas Tech,High Point,77,73,0.51,0.45,0.27,0.56,0.66,0.65,35,32,17,16,0.06,-0.29000000000000004,0.010000000000000009,3,1,4
2016,South Florida,Troy,77,82,0.37,0.41,0.32,0.2,0.88,0.52,49,50,17,9,-0.03999999999999998,0.12,0.36,-1,8,-5
2016,UNLV,Cal Poly SLO,74,72,0.45,0.4,0.21,0.28,0.62,0.81,42,34,19,14,0.04999999999999999,-0.07000000000000003,-0.19000000000000006,8,5,2
2016,USC,San Diego,83,45,0.48,0.25,0.29,0.19,0.72,0.35,55,36,14,12,0.22999999999999998,0.09999999999999998,0.37,19,2,38
2016,Utah,Southern Utah,82,71,0.47,0.5,0.28,0.53,0.56,0.71,41,29,10,13,-0.030000000000000027,-0.25,-0.1499999999999999,12,-3,11
2016,Weber St,Utah St,70,73,0.46,0.46,0.42,0.4,0.78,0.6,30,35,11,11,0,0.019999999999999962,0.18000000000000005,-5,0,-3
2016,VA Commonwealth,Prairie View,75,50,0.42,0.3,0.3,0.31,0.67,0.63,47,38,17,22,0.12,-0.010000000000000009,0.040000000000000036,9,-5,25
2016,Valparaiso,IPFW,78,64,0.48,0.44,0.31,0.41,0.66,0.6,39,29,12,18,0.03999999999999998,-0.09999999999999998,0.06000000000000005,10,-6,14
2016,Vanderbilt,Austin Peay,80,41,0.44,0.22,0.42,0.06,0.53,0.63,51,45,9,14,0.22,0.36,-0.09999999999999998,6,-5,39
2016,Villanova,F Dickinson,91,54,0.46,0.27,0.28,0.27,0.68,0.72,53,37,12,13,0.19,0.010000000000000009,-0.039999999999999925,16,-1,37
2016,Virginia,Morgan St,86,48,0.49,0.34,0.28,0.26,0.65,0.64,50,21,8,12,0.14999999999999997,0.020000000000000018,0.010000000000000009,29,-4,38
2016,Wisconsin,W Illinois,67,69,0.35,0.54,0.33,0.78,0.64,0.67,39,31,4,10,-0.19000000000000006,-0.45,-0.030000000000000027,8,-6,-2
2016,Wake Forest,UMBC,78,73,0.38,0.4,0.15,0.36,0.77,0.48,59,36,16,9,-0.020000000000000018,-0.21,0.29000000000000004,23,7,5
2016,Washington,Texas,77,71,0.35,0.26,0.15,0.13,0.6,0.65,62,51,17,13,0.08999999999999997,0.01999999999999999,-0.050000000000000044,11,4,6
2016,Washington St,Northern Arizona,82,70,0.46,0.37,0.42,0.25,0.62,0.73,42,39,18,18,0.09000000000000002,0.16999999999999998,-0.10999999999999999,3,0,12
2016,West Virginia,N Kentucky,107,61,0.49,0.45,0.24,0.31,0.76,0.61,47,26,15,30,0.03999999999999998,-0.07,0.15000000000000002,21,-15,46
2016,WI Milwaukee,Denver,71,58,0.43,0.52,0.33,0.41,0.95,0.7,31,19,14,15,-0.09000000000000002,-0.07999999999999996,0.25,12,-1,13
2016,Wichita St,Charleston So,88,63,0.44,0.38,0.28,0.32,0.76,0.63,48,29,8,13,0.06,-0.03999999999999998,0.13,19,-5,25
2016,NC State,William & Mary,68,85,0.38,0.52,0.27,0.41,0.57,0.74,38,42,10,14,-0.14,-0.13999999999999996,-0.17000000000000004,-4,-4,-17
2016,Wright St,South Dakota,77,69,0.42,0.41,0.42,0.33,0.76,0.65,34,40,10,15,0.010000000000000009,0.08999999999999997,0.10999999999999999,-6,-5,8
2016,Xavier,Miami OH,81,72,0.41,0.45,0.33,0.45,0.76,0.76,42,25,15,17,-0.040000000000000036,-0.12,0,17,-2,9
2016,Yale,Fairfield,70,57,0.38,0.4,0.24,0.33,0.78,0.77,47,24,14,15,-0.020000000000000018,-0.09000000000000002,0.010000000000000009,23,-1,13
2016,Akron,Cleveland St,65,53,0.45,0.32,0.37,0.22,0.53,0.59,41,38,15,13,0.13,0.15,-0.05999999999999994,3,2,12
2016,Virginia Tech,Alabama St,82,85,0.47,0.42,0.25,0.32,0.62,0.76,41,36,11,8,0.04999999999999999,-0.07,-0.14,5,3,-3
2016,Appalachian St,Jacksonville,76,68,0.37,0.39,0.35,0.43,0.67,0.61,54,34,12,10,-0.020000000000000018,-0.08000000000000002,0.06000000000000005,20,2,8
2016,Boston College,St Francis NY,75,49,0.47,0.28,0.38,0.25,0.59,0.47,49,39,13,13,0.18999999999999995,0.13,0.12,10,0,26
2016,Bowling Green,New Orleans,79,61,0.45,0.35,0.26,0.29,0.72,0.62,42,38,15,15,0.10000000000000003,-0.02999999999999997,0.09999999999999998,4,0,18
2016,Butler,Citadel,144,71,0.64,0.27,0.31,0.21,0.73,0.78,63,28,11,20,0.37,0.1,-0.050000000000000044,35,-9,73
2016,Northern Iowa,Colorado St,78,84,0.48,0.48,0.37,0.3,0.85,0.75,34,33,11,8,0,0.07,0.09999999999999998,1,3,-6
2016,Creighton,TX Southern,93,70,0.53,0.5,0.36,0.41,0.58,0.5,39,32,10,20,0.030000000000000027,-0.04999999999999999,0.07999999999999996,7,-10,23
2016,CS Northridge,Wright St,72,67,0.5,0.45,0.43,0.55,0.76,0.56,31,28,12,14,0.04999999999999999,-0.12000000000000005,0.19999999999999996,3,-2,5
2016,Davidson,UCF,90,85,0.4,0.43,0.24,0.36,0.75,0.62,47,51,6,11,-0.02999999999999997,-0.12,0.13,-4,-5,5
2016,Santa Clara,Denver,33,55,0.23,0.45,0.17,0.42,0.7,0.67,28,34,10,12,-0.22,-0.24999999999999997,0.029999999999999916,-6,-2,-22
2016,DePaul,W Michigan,69,63,0.46,0.37,0.13,0.21,0.69,0.74,34,33,10,14,0.09000000000000002,-0.07999999999999999,-0.050000000000000044,1,-4,6
2016,Duke,Bryant,113,75,0.53,0.48,0.5,0.5,0.76,0.5,43,27,6,19,0.050000000000000044,0,0.26,16,-13,38
2016,San Jose St,Idaho,54,74,0.29,0.46,0.14,0.36,0.56,0.74,32,42,13,17,-0.17000000000000004,-0.21999999999999997,-0.17999999999999994,-10,-4,-20
2016,Kent,Youngstown St,79,70,0.43,0.4,0.33,0.31,0.61,0.59,53,34,16,13,0.02999999999999997,0.020000000000000018,0.020000000000000018,19,3,9
2016,Kentucky,NJIT,87,57,0.46,0.31,0.24,0.26,0.75,0.82,54,23,14,14,0.15000000000000002,-0.020000000000000018,-0.06999999999999995,31,0,30
2016,La Salle,Towson,78,76,0.42,0.38,0.35,0.37,0.83,0.7,32,45,8,11,0.03999999999999998,-0.020000000000000018,0.13,-13,-3,2
2016,Massachusetts,Howard,85,79,0.52,0.47,0.25,0.37,0.64,0.64,31,37,18,20,0.050000000000000044,-0.12,0,-6,-2,6
2016,Memphis,Southern Miss,67,49,0.4,0.27,0.17,0.29,0.72,0.57,37,48,7,19,0.13,-0.11999999999999997,0.15000000000000002,-11,-12,18
2016,N Illinois,South Dakota,72,65,0.46,0.45,0.44,0.53,0.53,0.54,44,26,14,15,0.010000000000000009,-0.09000000000000002,-0.010000000000000009,18,-1,7
2016,Nebraska,MS Valley St,97,51,0.54,0.26,0.45,0.19,0.74,0.75,44,35,15,21,0.28,0.26,-0.010000000000000009,9,-6,46
2016,Ohio,FL Gulf Coast,85,75,0.48,0.44,0.18,0.24,0.74,0.72,45,31,13,8,0.03999999999999998,-0.06,0.020000000000000018,14,5,10
2016,Penn St,VMI,62,50,0.43,0.37,0.26,0.32,0.61,0.58,38,33,9,14,0.06,-0.06,0.030000000000000027,5,-5,12
2016,Providence,Harvard,76,64,0.4,0.45,0.25,0.45,0.86,0.54,36,40,7,22,-0.04999999999999999,-0.2,0.31999999999999995,-4,-15,12
2016,Georgetown,Radford,80,82,0.47,0.44,0.32,0.4,0.72,0.44,37,43,17,15,0.02999999999999997,-0.08000000000000002,0.27999999999999997,-6,2,-2
2016,SMU,Sam Houston St,85,50,0.63,0.28,0.5,0.22,0.67,0.53,42,30,14,12,0.35,0.28,0.14,12,2,35
2016,South Carolina,Norfolk St,84,69,0.39,0.34,0.41,0.39,0.69,0.87,46,35,13,18,0.04999999999999999,0.019999999999999962,-0.18000000000000005,11,-5,15
2016,Tulsa,Cent Arkansas,98,81,0.58,0.51,0.48,0.48,0.71,0.71,30,32,11,18,0.06999999999999995,0,0,-2,-7,17
2016,UT Arlington,Fordham,77,72,0.43,0.44,0.36,0.46,0.57,1,43,34,15,17,-0.010000000000000009,-0.10000000000000003,-0.43000000000000005,9,-2,5
2016,WI Milwaukee,Lipscomb,71,65,0.4,0.4,0.27,0.33,0.73,0.62,46,39,18,12,0,-0.06,0.10999999999999999,7,6,6
2016,Winthrop,Hampton,102,95,0.53,0.44,0.48,0.37,0.75,0.6,33,52,16,17,0.09000000000000002,0.10999999999999999,0.15000000000000002,-19,-1,7
2016,Binghamton,Army,60,75,0.37,0.41,0.21,0.37,0.58,0.7,37,42,19,15,-0.03999999999999998,-0.16,-0.12,-5,4,-15
2016,Cincinnati,Robert Morris,106,44,0.54,0.28,0.46,0.25,0.73,0.76,44,24,11,29,0.26,0.21000000000000002,-0.030000000000000027,20,-18,62
2016,Clemson,UT San Antonio,78,45,0.51,0.31,0.48,0.24,0.52,0.5,45,28,14,13,0.2,0.24,0.020000000000000018,17,1,33
2016,Seattle,CS Sacramento,65,77,0.35,0.42,0.15,0.31,0.57,0.52,54,40,16,10,-0.07,-0.16,0.04999999999999993,14,6,-12
2016,Denver,Lipscomb,82,69,0.44,0.43,0.43,0.43,0.91,0.79,30,36,7,11,0.010000000000000009,0,0.12,-6,-4,13
2016,Evansville,SE Missouri St,80,65,0.44,0.42,0.27,0.36,0.82,0.45,47,30,14,10,0.020000000000000018,-0.08999999999999997,0.36999999999999994,17,4,15
2016,Florida St,Nicholls St,109,62,0.66,0.38,0.5,0.27,0.68,0.5,42,21,13,17,0.28,0.22999999999999998,0.18000000000000005,21,-4,47
2016,Hawaii,Coastal Car,74,63,0.38,0.38,0.36,0.32,0.68,0.71,35,32,13,20,0,0.03999999999999998,-0.029999999999999916,3,-7,11
2016,Illinois,N Dakota St,80,74,0.49,0.44,0.41,0.41,0.63,0.9,35,31,12,15,0.04999999999999999,0,-0.27,4,-3,6
2016,Iowa,Coppin St,103,68,0.56,0.32,0.43,0.29,0.55,0.55,51,44,11,12,0.24000000000000005,0.14,0,7,-1,35
2016,Lafayette,St Peter's,87,86,0.45,0.42,0.5,0.32,0.9,0.69,31,50,9,15,0.030000000000000027,0.18,0.21000000000000008,-19,-6,1
2016,Minnesota,ULM,67,56,0.38,0.34,0.14,0.19,0.91,0.69,41,43,12,17,0.03999999999999998,-0.04999999999999999,0.22000000000000008,-2,-5,11
2016,Missouri,MD E Shore,73,55,0.45,0.39,0.42,0.35,0.77,0.64,29,31,8,13,0.06,0.07,0.13,-2,-5,18
2016,N Illinois,Wright St,65,59,0.45,0.42,0.31,0.45,0.62,0.78,35,25,11,13,0.030000000000000027,-0.14,-0.16000000000000003,10,-2,6
2016,NC State,South Alabama,88,70,0.51,0.32,0.38,0.35,0.71,0.6,47,42,14,10,0.19,0.030000000000000027,0.10999999999999999,5,4,18
2016,Nevada,Montana St,83,62,0.5,0.3,0.15,0.24,0.75,0.82,40,33,10,13,0.2,-0.09,-0.06999999999999995,7,-3,21
2016,New Mexico St,New Mexico,74,83,0.4,0.45,0.21,0.41,0.73,0.96,34,37,9,12,-0.04999999999999999,-0.19999999999999998,-0.22999999999999998,-3,-3,-9
2016,North Carolina,Fairfield,92,65,0.5,0.35,0.35,0.29,0.56,0.6,45,39,10,19,0.15000000000000002,0.06,-0.039999999999999925,6,-9,27
2016,Ohio St,Mt St Mary's,76,54,0.5,0.33,0.4,0.28,0.82,0.71,50,22,18,8,0.16999999999999998,0.12,0.10999999999999999,28,10,22
2016,Penn,Central Conn,77,61,0.44,0.42,0.33,0.21,0.64,0.73,38,36,9,12,0.020000000000000018,0.12000000000000002,-0.08999999999999997,2,-3,16
2016,Purdue,Vermont,107,79,0.55,0.48,0.5,0.31,0.63,0.83,33,32,5,17,0.07000000000000006,0.19,-0.19999999999999996,1,-12,28
2016,Richmond,Stetson,108,85,0.55,0.47,0.48,0.48,0.64,0.8,45,32,12,14,0.08000000000000007,0,-0.16000000000000003,13,-2,23
2016,Rutgers,Howard,82,70,0.43,0.44,0.14,0.17,0.7,0.59,42,31,20,19,-0.010000000000000009,-0.03,0.10999999999999999,11,1,12
