"","purchase","n_acts","bal_crdt_ratio","avg_prem_balance","retail_crdt_ratio","avg_fin_balance","mortgage_age","cred_limit"
"82",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"83",0,10,80.7,2494.41434114311,0,0,138.96011816839,0
"84",0,12,29.7,871,0,1767.19720263553,89,10700
"85",1,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"86",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,73,0
"87",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"88",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"89",0,7,0.4,2494.41434114311,0.5,1767.19720263553,138.96011816839,0
"90",0,1,7.8,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"91",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"92",0,10,12.1,0,4.1,1767.19720263553,395,0
"93",1,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"94",0,2,17,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"95",0,0,81.4,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"96",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"97",1,11,0.1,18,11.4912303766143,9,57,15000
"98",0,6,67.8,2494.41434114311,0,1767.19720263553,89,0
"99",0,11,10.1,2182,0,13,138.96011816839,33000
"100",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"101",0,6,14.9,0,0,1767.19720263553,50,0
"102",0,7,0,0,0,0,138.96011816839,15000
"103",0,6,15.4,2494.41434114311,0,1767.19720263553,138.96011816839,0
"104",1,3,0,2494.41434114311,11.4912303766143,0,164,0
"105",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"106",1,12,2.5,0,4.2,1767.19720263553,138.96011816839,11900
"107",0,1,13.4,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"108",0,11,29.8,590,3.9,1767.19720263553,96,15000
"109",0,1,0,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"110",0,3,0.4,26,11.4912303766143,82,12,11200
"111",0,5,9.8,1147,0,1767.19720263553,39,15600
"112",0,4,68.2,2494.41434114311,11.4912303766143,1767.19720263553,102,0
"113",0,5,0.3,58,0,1767.19720263553,138.96011816839,12300
"114",1,3,10.7,1233,0,1767.19720263553,138.96011816839,0
"115",0,0,100,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"116",0,8,1.3,0,11.4912303766143,1767.19720263553,138.96011816839,50000
"117",0,20,5.5,20,11.4912303766143,1767.19720263553,138.96011816839,11000
"118",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"119",1,8,66.7,2494.41434114311,11.4912303766143,0,138.96011816839,0
"120",0,3,18.6,2494.41434114311,0,1767.19720263553,138.96011816839,0
"121",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"122",0,8,6.3,1071,0,1767.19720263553,138.96011816839,10000
"123",1,9,14.5,0,11.4912303766143,1203,88,10500
"124",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"125",0,5,70.7,2494.41434114311,0,1767.19720263553,138.96011816839,0
"126",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"127",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"128",0,1,43.2,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"129",0,5,1.5,158,0,1767.19720263553,138.96011816839,11100
"130",0,2,6.6,2494.41434114311,0,1767.19720263553,138.96011816839,0
"131",0,10,24.5,2436,11.4912303766143,0,73,10500
"132",0,5,28.1,2494.41434114311,63.8,0,138.96011816839,0
"133",0,1,5.6,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"134",1,2,19.2,923,11.4912303766143,1767.19720263553,138.96011816839,0
"135",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"136",0,3,66.8,1195,0,1767.19720263553,138.96011816839,0
"137",1,9,31.4,4401,11.4912303766143,1767.19720263553,42,16000
"138",0,7,22.9,1568,0,1767.19720263553,156,21000
"139",0,9,96.4,2494.41434114311,0,1767.19720263553,41,0
"140",0,0,100,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"141",1,2,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"142",1,21,0.1,38,0.4,0,138.96011816839,22000
"143",0,6,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"144",0,1,94.2,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"145",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"146",0,3,61.1,2494.41434114311,11.4912303766143,976,170,0
"147",0,12,5.3,1138,0,12,144,12500
"148",0,0,52.1,2494.41434114311,11.4912303766143,1767.19720263553,28,0
"149",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"150",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"151",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"152",1,16,0,57,0,1767.19720263553,167,35000
"153",0,20,1.7,192,11.4912303766143,100,138.96011816839,17400
"154",0,5,0,2494.41434114311,0,0,138.96011816839,0
"155",0,7,15.2,266,0,1767.19720263553,115,15000
"156",0,29,30.5,515,0.7,0,246,10900
"157",0,14,0.2,45,0,1767.19720263553,251,12000
"158",0,9,53.8,4352,0,1767.19720263553,138.96011816839,0
"159",1,2,70.9,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"160",0,15,3.2,596,1,0,138.96011816839,10000
"161",0,5,0,0,0,1767.19720263553,138.96011816839,16500
"162",1,8,0.9,0,1,1767.19720263553,110,0
"163",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"164",1,16,13.7,67,0.4,66,138.96011816839,10900
"165",1,5,34.8,117,0,1767.19720263553,121,0
"166",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"167",0,6,32.8,2494.41434114311,25.3,1767.19720263553,138.96011816839,0
"168",0,1,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"169",1,7,4.9,1345,0,1767.19720263553,138.96011816839,16600
"170",0,0,98.7,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"171",0,3,98.9,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"172",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"173",0,13,0.6,62,0,1767.19720263553,156,15000
"174",0,3,5.9,2494.41434114311,11.4912303766143,0,25,0
"175",0,1,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"176",0,1,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"177",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"178",0,2,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"179",0,15,8.8,1153,11.4912303766143,0,158,24000
"180",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"181",1,7,3,0,11.4912303766143,1767.19720263553,138.96011816839,0
"182",0,2,0,0,11.4912303766143,1767.19720263553,71,0
"183",0,13,28,661,20.2,1767.19720263553,85,0
"184",0,1,15.7,2494.41434114311,11.4912303766143,126,138.96011816839,0
"185",1,2,4.7,2494.41434114311,0,1767.19720263553,138.96011816839,0
"186",0,4,30.3,867,11.4912303766143,1767.19720263553,138.96011816839,13900
"187",0,6,10.9,2494.41434114311,0,1054,138.96011816839,0
"188",1,12,2.1,232,0,1767.19720263553,133,0
"189",0,4,21.6,1193,11.4912303766143,1767.19720263553,161,0
"190",0,5,0.6,2494.41434114311,0,1767.19720263553,138.96011816839,0
"191",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"192",0,3,97.4,2494.41434114311,11.4912303766143,1767.19720263553,42,0
"193",1,4,77.8,2494.41434114311,11.4912303766143,1353,138.96011816839,0
"194",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"195",0,3,43.5,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"196",0,14,6.9,1182,13.1,1767.19720263553,168,12300
"197",0,2,82.1,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"198",0,7,47.2,81,3.2,1767.19720263553,49,0
"199",0,1,0.2,43,11.4912303766143,1767.19720263553,138.96011816839,23000
"200",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,164,0
"201",0,0,0,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"202",0,11,12.9,705,0.3,1767.19720263553,359,12000
"203",0,11,9.2,1004,0,1767.19720263553,159,13700
"204",0,1,0,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"205",1,2,87.5,2494.41434114311,11.4912303766143,1767.19720263553,142,0
"206",0,3,0.7,75,11.4912303766143,1767.19720263553,138.96011816839,14700
"207",0,4,47.6,4557,11.4912303766143,1767.19720263553,110,15200
"208",1,6,23.6,2494.41434114311,0,0,131,0
"209",1,2,89.2,2494.41434114311,11.4912303766143,443,138.96011816839,0
"210",0,0,74.6,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"211",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"212",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"213",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"214",0,5,0,0,0,1767.19720263553,181,0
"215",0,1,12.4,1552,11.4912303766143,1767.19720263553,138.96011816839,0
"216",0,1,2,2494.41434114311,11.4912303766143,266,211,0
"217",0,1,0,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"218",0,4,53.2,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"219",0,1,99.3,2494.41434114311,11.4912303766143,1767.19720263553,65,0
"220",0,0,92.8,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"221",0,4,3.9,710,4.2,1767.19720263553,48,13000
"222",0,12,0.1,0,0.7,0,181,22000
"223",1,13,2.9,767,11.4912303766143,126,87,23000
"224",0,3,76.5,2494.41434114311,50.6,1767.19720263553,138.96011816839,0
"225",0,5,40.5,1737,9,1767.19720263553,138.96011816839,26000
"226",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"227",0,8,3.2,578,0,1767.19720263553,138.96011816839,15000
"228",0,4,18.8,3590,0,1767.19720263553,138.96011816839,0
"229",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"230",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"231",0,1,70.5,2494.41434114311,42.3,1767.19720263553,138.96011816839,0
"232",0,3,3.2,545,11.4912303766143,1767.19720263553,150,20000
"233",0,2,0,0,0,1767.19720263553,138.96011816839,15500
"234",0,9,22.1,1188,11.4912303766143,1767.19720263553,180,23000
"235",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,48,0
"236",0,13,73.3,2494.41434114311,18.7,1559,327,0
"237",1,15,16.6,106,0,3166,123,13000
"238",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"239",1,2,100,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"240",1,5,0.3,43,0,1767.19720263553,138.96011816839,10700
"241",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"242",1,8,4.2,784,11.4912303766143,0,97,0
"243",0,11,3.9,265,8.4,1767.19720263553,138.96011816839,17500
"244",1,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"245",1,3,59.2,2494.41434114311,0,1767.19720263553,138.96011816839,0
"246",0,2,48.4,4943,11.4912303766143,1767.19720263553,138.96011816839,16500
"247",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"248",0,3,70,1622,11.4912303766143,1767.19720263553,138.96011816839,14000
"249",0,3,97.7,2494.41434114311,11.4912303766143,1767.19720263553,12,0
"250",0,10,2.2,0,0,0,104,10000
"251",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"252",1,4,89.7,2494.41434114311,11.4912303766143,2635,138,0
"253",0,16,2.4,112,8.8,0,32,11400
"254",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"255",0,15,8.3,1599,2.7,0,196,11600
"256",1,7,1.3,252,0,0,138.96011816839,15000
"257",1,9,12.6,14,0,1767.19720263553,146,0
"258",0,7,73.8,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"259",1,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"260",1,4,10.4,1597,0,1767.19720263553,62,11000
"261",1,6,1.4,2494.41434114311,0,0,138.96011816839,0
"262",0,1,84.2,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"263",0,6,32.4,2494.41434114311,8.1,900,138.96011816839,10000
"264",0,1,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"265",1,6,0.6,98,0,1767.19720263553,102,19000
"266",1,4,4.3,1410,0,1767.19720263553,130,25000
"267",0,7,46.3,2494.41434114311,0,1767.19720263553,31,0
"268",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"269",1,4,4.9,260,11.4912303766143,1767.19720263553,138.96011816839,15000
"270",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"271",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"272",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"273",0,0,91.9,2494.41434114311,11.4912303766143,1767.19720263553,13,0
"274",0,5,35.9,3881,23.2,1767.19720263553,138.96011816839,0
"275",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"276",0,4,3,521,0,1767.19720263553,245,25000
"277",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"278",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"279",0,2,1.1,162,11.4912303766143,1767.19720263553,98,14500
"280",1,14,43.5,2494.41434114311,0.8,0,138.96011816839,0
"281",0,1,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,137,0
"282",1,5,46.1,2494.41434114311,11.4912303766143,1767.19720263553,111,0
"283",0,3,85.2,2494.41434114311,67.4,0,54,0
"284",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"285",0,1,6.4,796,11.4912303766143,1767.19720263553,138.96011816839,12500
"286",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"287",0,3,2.3,0,11.4912303766143,1767.19720263553,138.96011816839,15000
"288",0,2,90.3,2494.41434114311,0,1767.19720263553,138.96011816839,0
"289",0,0,70.4,2494.41434114311,11.4912303766143,1767.19720263553,70,0
"290",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"291",0,6,40.3,2494.41434114311,11.4912303766143,0,138.96011816839,0
"292",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,6,0
"293",0,1,77.8,2494.41434114311,0,1767.19720263553,138.96011816839,0
"294",0,5,55.4,2494.41434114311,53.6,1767.19720263553,138.96011816839,0
"295",0,6,26.7,2959,11.4912303766143,1767.19720263553,138.96011816839,11000
"296",1,14,30.6,166,1.3,1767.19720263553,138.96011816839,0
"297",1,8,4.6,1229,0,1767.19720263553,138.96011816839,0
"298",0,2,37.8,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"299",0,2,0,0,0,1767.19720263553,138.96011816839,18800
"300",0,1,30.4,2494.41434114311,11.4912303766143,1767.19720263553,89,0
"301",0,3,0,0,0,1767.19720263553,165,0
"302",0,4,2.1,528,0,1767.19720263553,138.96011816839,24000
"303",0,3,0,0,11.4912303766143,1767.19720263553,138.96011816839,13000
"304",0,1,50,2494.41434114311,50,1767.19720263553,138.96011816839,0
"305",0,10,10,1220,0.1,1767.19720263553,170,15000
"306",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"307",1,15,58.1,0,11.9,416,138.96011816839,15400
"308",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"309",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"310",0,0,100,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"311",1,12,1.2,0,2.8,27,138.96011816839,0
"312",0,3,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"313",0,1,0,2494.41434114311,0,1767.19720263553,138.96011816839,0
"314",0,6,0.2,2494.41434114311,0.2,1767.19720263553,164,0
"315",1,8,20.1,2539,0,1767.19720263553,121,23000
"316",1,20,44.1,43,0,343,138.96011816839,12500
"317",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,184,0
"318",0,9,25.3,2494.41434114311,28.7,289,143,0
"319",0,11,3.1,1422,0,1767.19720263553,217,0
"320",0,12,22.7,42,0,1767.19720263553,138.96011816839,15000
"321",0,1,0,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"322",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"323",0,24,19.3,2660,9.7,693,138.96011816839,12100
"324",1,10,2.7,75,0,0,131,15000
"325",0,0,89.5,2494.41434114311,89.5,1767.19720263553,138.96011816839,0
"326",0,17,3.3,831,0,1767.19720263553,49,15100
"327",0,10,41.7,2494.41434114311,0,650,138.96011816839,0
"328",1,4,3.6,2494.41434114311,0,1767.19720263553,201,0
"329",0,6,25.3,34,11.4912303766143,0,130,29000
"330",0,1,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"331",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"332",0,4,5.1,888,11.4912303766143,1767.19720263553,10,0
"333",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"334",0,3,42.8,1276,0,1767.19720263553,138.96011816839,15000
"335",0,8,27.4,1400,11.4912303766143,332,54,12000
"336",0,1,9.1,2494.41434114311,11.4912303766143,1767.19720263553,94,0
"337",0,8,25.4,464,11.4912303766143,0,167,12500
"338",0,1,0,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"339",1,2,0.8,159,11.4912303766143,1767.19720263553,138.96011816839,0
"340",1,14,2.9,476,0,0,141,10000
"341",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"342",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"343",0,0,15.8,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"344",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"345",0,8,10.2,134,11.4912303766143,1767.19720263553,130,12000
"346",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"347",0,1,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,120,0
"348",0,5,62,2494.41434114311,14.3,1767.19720263553,56,0
"349",0,1,17,1563,11.4912303766143,1767.19720263553,138.96011816839,0
"350",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"351",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"352",0,2,82.2,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"353",0,15,18.7,2963,40.2,0,425,10000
"354",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"355",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"356",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"357",1,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"358",0,11,5.5,2494.41434114311,2.6,376,415,0
"359",0,11,3.2,471,0,1767.19720263553,138.96011816839,23000
"360",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"361",0,11,78.3,2494.41434114311,68.8,372,144,0
"362",0,1,96.4,2494.41434114311,11.4912303766143,1767.19720263553,58,0
"363",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"364",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
"365",0,0,36.0950602704023,2494.41434114311,11.4912303766143,1767.19720263553,138.96011816839,0
